text,clean_text
@CDCgov No one cares anymore. It’s over. Stop lying.,no one cares anymore its over stop lying
"@CDCgov Hey CDC, any chance you can answer this? Is an infected person better off, worse off or no difference, breathing into/through a mask? Shouldn’t we know this? Or is the answer obvious and the narrative is more important than public health.",hey cdc any chance you can answer this is an infected person better off worse off or no difference breathing intothrough a mask shouldnt we know this or is the answer obvious and the narrative is more important than public health
@CDCgov fake,fake
"@CDCgov How about their eyes, does the virus not do eyes?",how about their eyes does the virus not do eyes
"@CDCgov A continuation of @CDCDirector virtue signaling. He continues to push masks, but won't address how he led the CDC to change the way they assign a covid death, the PCR cycle threshold issue, or how all the mandates are destroying lives, livelihoods and our kids' education.",a continuation of virtue signaling he continues to push masks but wont address how he led the cdc to change the way they assign a covid death the pcr cycle threshold issue or how all the mandates are destroying lives livelihoods and our kids education
@CDCgov You continue to erode your credibility,you continue to erode your credibility
@CDCgov Asymptomatic spread hasn't been proven and is never the driver of the spread of a virus. Pound sand CDC.,asymptomatic spread hasnt been proven and is never the driver of the spread of a virus pound sand cdc
"@CDCgov Undoubtedly, face masks have an essential role in the prevention of Covid-19. However, let’s not forget that frequent hand-washing and social distancing are also crucial to take care of your health.",undoubtedly face masks have an essential role in the prevention of covid however lets not forget that frequent handwashing and social distancing are also crucial to take care of your health
@CDCgov Hey @CDCgov please link to the scientific study that proves what you say. Otherwise we can assume this is just someone’s opinion.,hey please link to the scientific study that proves what you say otherwise we can assume this is just someones opinion
@CDCgov This is not true!,this is not true
"@CDCgov I don’t get it. If you’re healthy you can spread the virus through the mask, but if you have the virus you can’t spread it through the mask? Wtf???",i dont get it if youre healthy you can spread the virus through the mask but if you have the virus you cant spread it through the mask wtf
"@CDCgov Okay, so then only people who don't wear masks will get it? No need for the infected to quarantine because the masks work as pictured?

If I were president, I'd abolish you quacks.",okay so then only people who dont wear masks will get it no need for the infected to quarantine because the masks work as pictured if i were president id abolish you quacks
"@CDCgov CDC needs to get these apartment complex under control. People barely ware masks in the common areas and constantly hang out in common areas. The management is doing little to nothing to in force tenants from having outside guests, as well.",cdc needs to get these apartment complex under control people barely ware masks in the common areas and constantly hang out in common areas the management is doing little to nothing to in force tenants from having outside guests as well
@CDCgov @HealthCareGov HOW COULD EXPERT DOCTORS IN THIS AT FIRST SAY THEY DON'T HELP BUT NOW THEY DO. HOW CAN SOMETHING SO SIMPLE AS A MASK BE CONFUSING TO THESE DOCTORS. CDC LIES ABOUT DEATHS FROM IT. I KNOW 4 A FACT.,how could expert doctors in this at first say they dont help but now they do how can something so simple as a mask be confusing to these doctors cdc lies about deaths from it i know a fact
"@CDCgov Repeat after me..

I LOVE PROPAGANDA",repeat after me i love propaganda
"@CDCgov Americans hate masks, a habit that makes the virus happy. People are brainwashed ""only sick people wear masks."" The problem is that most people pass the virus on to others before they know they are patients. Put on a mask! I do not care who you are.",americans hate masks a habit that makes the virus happy people are brainwashed only sick people wear masks the problem is that most people pass the virus on to others before they know they are patients put on a mask i do not care who you are
@CDCgov Should your map say 2020 instead of 2019?,should your map say instead of
@CDCgov Hope to ask american people to wear a mask as possible as soon !!,hope to ask american people to wear a mask as possible as soon
"@CDCgov I hope that the @CDCgov can think logically rather than habitually. It is telling horses how to race, but the problem is that most horses consider themselves cattle",i hope that the can think logically rather than habitually it is telling horses how to race but the problem is that most horses consider themselves cattle
@CDCgov Just wondering if CDC has found any the differences in symptoms between the large numbers of pneumonia related to vaping which clustered from July to November last year in the US and the pneumonia caused by the Covina-19? It looks like the latter has replaced the former in media. https://t.co/fDBPrD9Nrm,just wondering if cdc has found any the differences in symptoms between the large numbers of pneumonia related to vaping which clustered from july to november last year in the us and the pneumonia caused by the covina it looks like the latter has replaced the former in media
@CDCgov @DrNancyM_CDC I don't trust CDC and WHO...JUST SAYING.,i dont trust cdc and whojust saying
"@CDCgov help protect workers! Hobby Lobby, Michael's, JoAnn are all utilizing loopholes to reopen stores. This does nothing to #FlattenTheCurve
DO SOMETHING https://t.co/NmTLjSZMz6",help protect workers hobby lobby michaels joann are all utilizing loopholes to reopen stores this does nothing to flattenthecurve do something
"@CDCgov There hundreds of international Medical’s doctors are in USA, waiting to clear usmle, my wife is one of them, she is willing and ready to assist doctors in hospitals in current crisis. These young doctors are trained and licensed in their respective countries.",there hundreds of international medicals doctors are in usa waiting to clear usmle my wife is one of them she is willing and ready to assist doctors in hospitals in current crisis these young doctors are trained and licensed in their respective countries
"@CDCgov Has there been any research into whether or not the second hand smoke of tobacco, marijuana and vapor users is capable of infecting someone with the corona virus if the tobacco, marijuana or vapor user is infected?",has there been any research into whether or not the second hand smoke of tobacco marijuana and vapor users is capable of infecting someone with the corona virus if the tobacco marijuana or vapor user is infected
@CDCgov @NIH @NewsHour what was the machine used to heal the lady with the deadly flu? June 2019 Pls watch https://t.co/GrNaYFxeLB,what was the machine used to heal the lady with the deadly flu june pls watch
"@CDCgov Why to stat update

What is being done to stop spread ?

Show the efforts.. what it is failing n why???

How other countries controlled it including China",why to stat update what is being done to stop spread show the efforts what it is failing n why how other countries controlled it including china
@CDCgov They need to protect themselves and eveyone else. My store does NOT have the new plastic barrier and the cashiers according to the managers are not allowed to wear GLOVES!!!! PROTECT THEM!,they need to protect themselves and eveyone else my store does not have the new plastic barrier and the cashiers according to the managers are not allowed to wear gloves protect them
"@CDCgov Your #PinnedTweet is a little #OLD #WTF Pinned Tweet
CDC
@CDCgov
·
Mar 25
As of March 25, 41 US states and 1 US territory report some community spread of #coronavirus (COVID-19). Of those, thirteen states report #COVID19 cases are “widespread.” See",your pinnedtweet is a little old wtf pinned tweet cdc mar as of march us states and us territory report some community spread of coronavirus covid of those thirteen states report covid cases are widespread see
"@CDCgov Ask big tech (Apple, FB, Google..) to help map/track this thing with precise detail like S Korea (but with user privacy and users can voluntarily share symptoms) https://t.co/t1UOCd7qkk",ask big tech apple fb google to help maptrack this thing with precise detail like s korea but with user privacy and users can voluntarily share symptoms
@CDCgov Please tell the public they cannot catch coronavirus from their dogs or cats. Misinformed people are abandoning their pets or giving them to kill shelters bc they think their pets can give them coronavirus. This will be a slaughter of family pets. Please help!,please tell the public they cannot catch coronavirus from their dogs or cats misinformed people are abandoning their pets or giving them to kill shelters bc they think their pets can give them coronavirus this will be a slaughter of family pets please help
"@CDCgov Potassium , Painkillers and the Virus. 

https://www.thailandmedical/

https://t.co/MuET28waAe",potassium painkillers and the virus
"@CDCgov On Thursday, we hit a grim watershed. The US overtook Italy and China as the country with the highest number of confirmed Covid-19 cases. This is a dire crisis and an extraordinary failure. https://t.co/5w8fSaEk4o",on thursday we hit a grim watershed the us overtook italy and china as the country with the highest number of confirmed covid cases this is a dire crisis and an extraordinary failure
@CDCgov @CDCemergency You idoits are letting people die! It's obvious that hydroxychloroquine and Zithromax are working and you still wont approve it! Yes let people die instead of giving them a treatment that could work. You people are idiot's,you idoits are letting people die its obvious that hydroxychloroquine and zithromax are working and you still wont approve it yes let people die instead of giving them a treatment that could work you people are idiots
"@CDCgov The last place I go for up to date and accurate information is the CDC. 

Will never forget nor forgive the CDCs central role in failing to rollout an adequate testing regime.",the last place i go for up to date and accurate information is the cdc will never forget nor forgive the cdcs central role in failing to rollout an adequate testing regime
@CDCgov What a pile.  New york has uncontrolled outbreak due to the slow implimentations of measures. You knew as early as jan and did nothing. Two years prior the national pandemic team was laid off and you didnt replace them.,what a pile new york has uncontrolled outbreak due to the slow implimentations of measures you knew as early as jan and did nothing two years prior the national pandemic team was laid off and you didnt replace them
"@CDCgov @DrNancyM_CDC We'd like to know if #Covid is seasonal. So why do (virtually) all resp-virs disappear in the summer here, but thrive in the Tropics year-round? Influ likes cold dry conditions, hRV, cold damp.  So why do both appear in the RAINY season in the Fortaleza?https://t.co/N2g5PN2Sjg",wed like to know if covid is seasonal so why do virtually all respvirs disappear in the summer here but thrive in the tropics yearround influ likes cold dry conditions hrv cold damp so why do both appear in the rainy season in the fortaleza
"@CDCgov May be noteworthy
https://t.co/Urnii8DzeO",may be noteworthy
@CDCgov Is a gum factory essential work? On my way to work on hospital parts I drive past a gum factory that appears to be business as usual.,is a gum factory essential work on my way to work on hospital parts i drive past a gum factory that appears to be business as usual
"@CDCgov ARE GOVENOR Insleese,
WASH STATE! BROUGHT IT TO U.S. PERSONALY! NOW
HE IS SRAYDOPING U.S. DAY &amp; NITE. Obama-NATION! 2020 ( TRUMP. )",are govenor insleese wash state brought it to us personaly now he is sraydoping us day amp nite obamanation trump
@CDCgov Why you don't tell people the 14 days incubation period is infectious? Everyone should wear a mask or use something to cover nose and mouth. It is a respiratory infectious disease but you only tell people to washing hands and keeping distance!,why you dont tell people the days incubation period is infectious everyone should wear a mask or use something to cover nose and mouth it is a respiratory infectious disease but you only tell people to washing hands and keeping distance
"@CDCgov Micro splashes simulation.

https://t.co/RfASHaTElD",micro splashes simulation
@CDCgov Can we still kiss the homies goodnight,can we still kiss the homies goodnight
"@CDCgov Possible Idea: Engineer a mild strain of Strep to attack and consume throat tissue of infected individuals, eating away the “CoVid-19” virally infected tissues, before it had a chance to move from affected throat area...",possible idea engineer a mild strain of strep to attack and consume throat tissue of infected individuals eating away the covid virally infected tissues before it had a chance to move from affected throat area
@CDCgov how much would it cost to test 7 billion human for covid 19. then test isolate treat hospitalize and use technological mobile based livemap type tracking. can anyone develop such an app so that at least billions of mobile users are detected easily of covid 19 like symptoms,how much would it cost to test billion human for covid then test isolate treat hospitalize and use technological mobile based livemap type tracking can anyone develop such an app so that at least billions of mobile users are detected easily of covid like symptoms
@CDCgov 3. testing and technological tracking is the way out till treatment or vaccine available ? 4. a disinfectant tunnel in every corner of earth to disinfect before entering office or school,testing and technological tracking is the way out till treatment or vaccine available a disinfectant tunnel in every corner of earth to disinfect before entering office or school
@CDCgov we need1.a device to detect corona virus protein or rna through our mobile or may be in our house through cheap kits. 2. a tracking system and mobile app like livemap facebook or google map to detect isolate treat and hospitalize those affected. 3.test &amp; technologically track,we needa device to detect corona virus protein or rna through our mobile or may be in our house through cheap kits a tracking system and mobile app like livemap facebook or google map to detect isolate treat and hospitalize those affected test amp technologically track
"@CDCgov You need to update the info,  website still saying indiana only has 640 cases, Indiana is just under 1600, keep the people properly informed. Or are you trying to hide it?",you need to update the info website still saying indiana only has cases indiana is just under keep the people properly informed or are you trying to hide it
@CDCgov It's funny how the warzone states have the most reported cases. Smh,its funny how the warzone states have the most reported cases smh
@CDCgov You should start asking people to wear face masks. NOW.,you should start asking people to wear face masks now
"@CDCgov We are exporter from china, we can export medical materials from China and Korea for supporting All of the world to defense covid 19, Welcome  to message directly here or through 
whatsapp:+63906389990
Wechat: sinorigroup
God Bless us!",we are exporter from china we can export medical materials from china and korea for supporting all of the world to defense covid welcome to message directly here or through whatsapp wechat sinorigroup god bless us
"@CDCgov You should really help out endovo get their product approved to help with Respitory inflammation, it’ll save so many lives",you should really help out endovo get their product approved to help with respitory inflammation itll save so many lives
"@CDCgov Sir , covid-19 is from China and China has to give the explanation that the virus spread across the world but not in the remaining cities of China except Wuhan. China has to accept their faults and and reveal their cruel intentions i.e., to become the super power in the world.",sir covid is from china and china has to give the explanation that the virus spread across the world but not in the remaining cities of china except wuhan china has to accept their faults and and reveal their cruel intentions ie to become the super power in the world
@CDCgov What are the right PPE for phlebotomist who work with confirm and suspect patient for the novel virus? Many versions II read that hospital should reduce exposure to their employees specially those very high exposure.,what are the right ppe for phlebotomist who work with confirm and suspect patient for the novel virus many versions ii read that hospital should reduce exposure to their employees specially those very high exposure
@CDCgov ....Covid-19 crisis is not requesting people ware Masks. History will remember this huge mistake.,covid crisis is not requesting people ware masks history will remember this huge mistake
@CDCgov Extremely stupid not to request people wear masks. Marks are the best method to protect airborne disease like Covid-19! Masks are easy to make and costless. Home made masks are reusable. Marks will reduce infection rate as much as 80%. The major mistake of CDC made in this....,extremely stupid not to request people wear masks marks are the best method to protect airborne disease like covid masks are easy to make and costless home made masks are reusable marks will reduce infection rate as much as the major mistake of cdc made in this
@CDCgov I hope ur keeping track of suicides due to ur idiotic approach to ruining our economy for the flu!  I hope u realize the damage u have done and the lives u have ruined!,i hope ur keeping track of suicides due to ur idiotic approach to ruining our economy for the flu i hope u realize the damage u have done and the lives u have ruined
"@CDCgov @CDCgov
 How do you feel about the Michigan Department of Health and Human Service's decision to start transporting sick patients from the hardest-hit areas to hospitals all over Michigan? Is this a good idea?",how do you feel about the michigan department of health and human services decision to start transporting sick patients from the hardesthit areas to hospitals all over michigan is this a good idea
"@CDCgov If there's need for volunteers to help care  for the sick with covid-19 please let me know,am willing to volunteer to help. I can work any where in the world",if theres need for volunteers to help care for the sick with covid please let me knowam willing to volunteer to help i can work any where in the world
@CDCgov Can you still play tennis?,can you still play tennis
@CDCgov If we end up having to wear masks how do you expect anyone to get them when they have been impossible to find for at least a month...? Can’t wear them if nobody can buy them.,if we end up having to wear masks how do you expect anyone to get them when they have been impossible to find for at least a month cant wear them if nobody can buy them
"@CDCgov Mongolia set up a navy.
American: you don't have coastline, why do u guys need a navy?
Mongolian: u have a CDC.",mongolia set up a navy american you dont have coastline why do u guys need a navy mongolian u have a cdc
@CDCgov @cdc  @fox @CNBC - Does the #coronavirus TestKit  differentiate between coronavirus and other more common flu or cold?,does the coronavirus testkit differentiate between coronavirus and other more common flu or cold
@CDCgov Where do we find the real numbers related to tests given? How can case numbers be real if states are not administering tests?,where do we find the real numbers related to tests given how can case numbers be real if states are not administering tests
@CDCgov Y’all got some covid-cleaning jobs?,yall got some covidcleaning jobs
@CDCgov Approve 400 mg weekly hydroxy choloroquine prophylaxis for health care workers,approve mg weekly hydroxy choloroquine prophylaxis for health care workers
@CDCgov This is what I got today from a Oakland hospital! This is the situation! https://t.co/RGhWOV7X8l,this is what i got today from a oakland hospital this is the situation
"@CDCgov Hello, If the virus dies at higher temperatures, Will using a sauna help to   Alleviate the carona virus?",hello if the virus dies at higher temperatures will using a sauna help to alleviate the carona virus
@CDCgov Writing names in sharpie on face mask will be good for the healthcare teams and for patients to feel like they can know who you are. #nameonfacemask #Coronavirus,writing names in sharpie on face mask will be good for the healthcare teams and for patients to feel like they can know who you are nameonfacemask coronavirus
@CDCgov Please start showing the RATE of positive tests plotted over time! Not just the number! (rate=# of positive tests divided by the # of tests administered.) Monitoring the RATE over time enables judging the progression of the infection effectiveness of our countermeasures.,please start showing the rate of positive tests plotted over time not just the number rate of positive tests divided by the of tests administered monitoring the rate over time enables judging the progression of the infection effectiveness of our countermeasures
"@CDCgov Sorry, tired meant copper ionized water in humidifier to treat CoronaV",sorry tired meant copper ionized water in humidifier to treat coronav
"@CDCgov Dear CDC:
I know that Democrats and Republicans have cut your budget and given it to rich donors.  Any chance you can help save average Americans from pandemics (present &amp; future)? Testing, Vaccines, Warehousing of vital machinery, hospital ships.  #WashingtonHopesWeDie",dear cdc i know that democrats and republicans have cut your budget and given it to rich donors any chance you can help save average americans from pandemics present amp future testing vaccines warehousing of vital machinery hospital ships washingtonhopeswedie
@CDCgov ABC local :  Alabama will not announce ill or deaths from Corvid19. WE HAVE A RIGHT TO KNOW!!    This state ignoring threat.  IS THIS LEGAL ?????,abc local alabama will not announce ill or deaths from corvid we have a right to know this state ignoring threat is this legal
@CDCgov These numbers are total bullsh*t. 😷,these numbers are total bullsht
"@CDCgov One history lesson to handle such Epidemic, is to spread population on mountains and hills with no cover (unless it rains), and to leave homes (keeping police patrols) and valleys, till the Epidimic disappears.",one history lesson to handle such epidemic is to spread population on mountains and hills with no cover unless it rains and to leave homes keeping police patrols and valleys till the epidimic disappears
@CDCgov I think this Coronavirus situation could be handled more effectively and I have great ideas to contribute. I really believe my education in public health would ameliorate the situation. So if you’re hiring.....,i think this coronavirus situation could be handled more effectively and i have great ideas to contribute i really believe my education in public health would ameliorate the situation so if youre hiring
@CDCgov What do all the yellow states have in common? https://t.co/yHoI57PxMj,what do all the yellow states have in common
"@CDCgov “small government” is the biggest obstacle to public health. For the last 40 years, “small government” have been cutting funding for public health. This is why the Trump administration is failing in the fight against Covid 19.",small government is the biggest obstacle to public health for the last years small government have been cutting funding for public health this is why the trump administration is failing in the fight against covid
@CDCgov https://t.co/w1bGyHqznS Special message of prevention from #COVID-19 from Africa,special message of prevention from covid from africa
"@CDCgov Release the ""recovered"" numbers!!",release the recovered numbers
"@CDCgov For the center of disease control, you guys aren't doing a very good job.",for the center of disease control you guys arent doing a very good job
@CDCgov Where does the virus on the aircraft carrier come from?  Make your data public!,where does the virus on the aircraft carrier come from make your data public
@CDCgov If you have even half a brain one can see that the rate of travel coincides with the spread of the Covid19 virus. The CDC does nothing to limit these flights. No Wonder we the new epicenter. The public is not blind. https://t.co/SjORazEUVI,if you have even half a brain one can see that the rate of travel coincides with the spread of the covid virus the cdc does nothing to limit these flights no wonder we the new epicenter the public is not blind
@CDCgov Give us the real flu death rate! Not one that’s combined with all flu-like illnesses and pneumonia!,give us the real flu death rate not one thats combined with all flulike illnesses and pneumonia
"@CDCgov Like a surgeon - do not operate in an unsterile environment- STERILIZE IT- wear equipment - gloves, masks, and then we can go back and perform the surgery.",like a surgeon do not operate in an unsterile environment sterilize it wear equipment gloves masks and then we can go back and perform the surgery
"@CDCgov Please ask for all people to wear 😷 MASKS if you’re outside your house. People can make them in their homes, add tinfoil in a pocket on back side; wash them everyday and Sterilize entire city, buildings, air filters, airports, all public areas!!! Really do the Right Thing!",please ask for all people to wear masks if youre outside your house people can make them in their homes add tinfoil in a pocket on back side wash them everyday and sterilize entire city buildings air filters airports all public areas really do the right thing
@CDCgov Why are walmart workers in PPE when Va nurses are not allowed to wear them whenever they come in contact with patients. They are our frontline soldiers in this war we lose them we lose the war. And not just VA nurses.,why are walmart workers in ppe when va nurses are not allowed to wear them whenever they come in contact with patients they are our frontline soldiers in this war we lose them we lose the war and not just va nurses
@CDCgov Deaths from COVID-19 are being tracked. Is the increase in suicides also being tracked?,deaths from covid are being tracked is the increase in suicides also being tracked
"@CDCgov US deaths from Covid 19 doubled in the last two days. Millions probably infected. Lies fed to the public for three months by WHO and  CDC. This is where we are headed:

https://t.co/vdFZNJOtLK",us deaths from covid doubled in the last two days millions probably infected lies fed to the public for three months by who and cdc this is where we are headed
"@CDCgov Notice in widespread populated, no sign yet. Apparently, this thing loves people, but not space and air.",notice in widespread populated no sign yet apparently this thing loves people but not space and air
"@CDCgov Serious question.
I see all the urgency over the amount of available ventilators and ppe. What is it about COVID-19 that causes this increased demand over a typical flu season? Is it the ease of transmission vs the flu that requires more ppe?
Thanks in advance.",serious question i see all the urgency over the amount of available ventilators and ppe what is it about covid that causes this increased demand over a typical flu season is it the ease of transmission vs the flu that requires more ppe thanks in advance
"@CDCgov don't worry y'all! Tom Macdonald is going to save us all!

https://t.co/zrsk9GM0Vb",dont worry yall tom macdonald is going to save us all
@CDCgov The dreaded corona virus is truly devastating,the dreaded corona virus is truly devastating
@CDCgov Pathetic,pathetic
"@CDCgov I need to understand why Russia only has 480 cases? They are way closer to China than Italy, Iran, and NYC! What do they know that we don’t?",i need to understand why russia only has cases they are way closer to china than italy iran and nyc what do they know that we dont
"@CDCgov It's interesting to me that at this point with widespread pandemic in the US, the virus has yet to take over parts of our country such as Alaska, Montana, Wyoming, North Dakota, and South Dakota. I expected Hawaaii to have more cases since it is such a tourist hotspot. #Math530",its interesting to me that at this point with widespread pandemic in the us the virus has yet to take over parts of our country such as alaska montana wyoming north dakota and south dakota i expected hawaaii to have more cases since it is such a tourist hotspot math
@CDCgov Fighting COVID-19 is possible if done together. I suggested some treatment options last month which are published in Journal of Chinese Med Association DOI: 10.1097/JCMA.0000000000000310 . I urge to start drug trials globally. I will be glad to be a team member.,fighting covid is possible if done together i suggested some treatment options last month which are published in journal of chinese med association doi jcma i urge to start drug trials globally i will be glad to be a team member
"@CDCgov Seriously , polices and soldiers need masks and gloves , they r like going to war without armor！Virus at stuffs and air , they r touching it and close to ppl , and don’t need let everybody’s stand like going to test , in China not everyone has test , only test if u have symptom",seriously polices and soldiers need masks and gloves they r like going to war without armorvirus at stuffs and air they r touching it and close to ppl and dont need let everybodys stand like going to test in china not everyone has test only test if u have symptom
@CDCgov @CDCgov please revise your commercials. They give the impression younger people are not at risk and are free to socialice. When in fact they could be carrying the virus and they can be getting other people sick.,please revise your commercials they give the impression younger people are not at risk and are free to socialice when in fact they could be carrying the virus and they can be getting other people sick
"@CDCgov @CDCgov please revise your commercials. They give the impression only older people are at risk. When in fact younger people can get sick, and more importantly they can pass it on to people that are at risk.",please revise your commercials they give the impression only older people are at risk when in fact younger people can get sick and more importantly they can pass it on to people that are at risk
"@CDCgov Hey, the similarity btwn a bat's face and a pig's, would it be genetic, and if that is the case even on the remotest scale, what would the effect of eating pig meat be? i think that should be considered",hey the similarity btwn a bats face and a pigs would it be genetic and if that is the case even on the remotest scale what would the effect of eating pig meat be i think that should be considered
"@CDCgov @DrNancyM_CDC You let us all down. You could have done much better...
https://t.co/qptAhyVkYU",you let us all down you could have done much better
@CDCgov But yet in New York behind Mayor de Blasio talking on TV there was non-stop traffic people on bicycles and all why is this allowed well people are dying,but yet in new york behind mayor de blasio talking on tv there was nonstop traffic people on bicycles and all why is this allowed well people are dying
"@CDCgov Read this if you want to stop COVID.  
https://t.co/QqTfwW4YaU",read this if you want to stop covid
@CDCgov *THE CURE*FOR COVID-19:squeeze the juice out of 6-large lemons into a glass and drink it fast/do this 3-times a day/the pure ascorbic acid directly from the lemon WILL KILL the covid-19 virus in the human body&lt;in my opinion&gt;Benjamin Urbina.,the curefor covidsqueeze the juice out of large lemons into a glass and drink it fastdo this times a daythe pure ascorbic acid directly from the lemon will kill the covid virus in the human bodyltin my opiniongtbenjamin urbina
@CDCgov Please start reporting how many people have recovered from Covid-19 (no longer positive) in the United States.,please start reporting how many people have recovered from covid no longer positive in the united states
"@CDCgov Wearing a mask is responsible to yourself and your family, respect and responsibility to others, and social responsibility!",wearing a mask is responsible to yourself and your family respect and responsibility to others and social responsibility
"@CDCgov The virus is transmitted through the respiratory tract through the eyes, nose, and mouth, and suicide without a mask!  It's murder!  Without a mask, the spread of human-to-human transmission will be the most dangerous behavior.",the virus is transmitted through the respiratory tract through the eyes nose and mouth and suicide without a mask its murder without a mask the spread of humantohuman transmission will be the most dangerous behavior
"@CDCgov To stop the spread of the virus as soon as possible, isolate and maintain social distance, and more importantly, you must wear a mask, gloves and go home for disinfection!  Is the best protection.",to stop the spread of the virus as soon as possible isolate and maintain social distance and more importantly you must wear a mask gloves and go home for disinfection is the best protection
@CDCgov How can experts b so stupid not2realize that even if ppl wore diy masks that didn’t block any airborne virus(which they do over 50%) they’re still effective@curbing spread because they prevent ppl from touching surfaces&amp;then touching nose&amp;mouth. Ur incompetence is killing ppl.,how can experts b so stupid notrealize that even if ppl wore diy masks that didnt block any airborne viruswhich they do over theyre still effective spread because they prevent ppl from touching surfacesampthen touching noseampmouth ur incompetence is killing ppl
@CDCgov Have you explored Ribavirin and would it be a good treatment option?,have you explored ribavirin and would it be a good treatment option
@CDCgov Bill gates and cdc knew this was gonna happen and did nothing with  all the time money and technology and genius they have shame on you .,bill gates and cdc knew this was gonna happen and did nothing with all the time money and technology and genius they have shame on you
@CDCgov They knew about this since November 2019 . They got the money they wanted,they knew about this since november they got the money they wanted
"@CDCgov i'm looking to help as many healthcare workers as possible. WeeCare is finding immediate solutions for our selfless soldiers on the frontline... please reach out to us, we are here to help #SupportOurHealthCareWorkers",im looking to help as many healthcare workers as possible weecare is finding immediate solutions for our selfless soldiers on the frontline please reach out to us we are here to help supportourhealthcareworkers
@CDCgov Is the virus airborne? https://t.co/zOVlChAeeC,is the virus airborne
@CDCgov Please watch the video explaining how we can really stop the pandemic. https://t.co/Sx1pD6Ppwe,please watch the video explaining how we can really stop the pandemic
@CDCgov What is the CDCs stand on giving the health care workers (who are giving direct patient care on Covid 19 patients) a prophylactic dose of hydrpxychloroquine &amp; zithromax,what is the cdcs stand on giving the health care workers who are giving direct patient care on covid patients a prophylactic dose of hydrpxychloroquine amp zithromax
@CDCgov Both CDC and FDA did horrible jobs. A completely overhaul of the two agencies must be done.,both cdc and fda did horrible jobs a completely overhaul of the two agencies must be done
"@CDCgov Can there be a way to test at home? Many of us are following precautions but if self quarantine is best is there a way to test from home. Therefore, not exposing our doctors and hospitals. Or crowding them with negative testing. Leaving them to care for those with positive test.",can there be a way to test at home many of us are following precautions but if self quarantine is best is there a way to test from home therefore not exposing our doctors and hospitals or crowding them with negative testing leaving them to care for those with positive test
@CDCgov You have got to have some of the most idiotic unlogical people working there! Your dumb asses recommend bandanas but wont allow in millions of Kn95  mask...i would invite all you morons to a ICU in new york with a bandana,you have got to have some of the most idiotic unlogical people working there your dumb asses recommend bandanas but wont allow in millions of kn maski would invite all you morons to a icu in new york with a bandana
@CDCgov Director of CDC should be charged with involuntary manslaughter.,director of cdc should be charged with involuntary manslaughter
@CDCgov Can we tell the ceo of all healthcare hacilities to tell the healthcare workers to wear mask?,can we tell the ceo of all healthcare hacilities to tell the healthcare workers to wear mask
@CDCgov Educate the public. We live among trillions of viruses. We can’t cower in fear forever.,educate the public we live among trillions of viruses we cant cower in fear forever
"@CDCgov People making jokes about this virus, deniers, my sisters neighbors buried 7 family members in the last 2 weeks to Covid-19. Can you imagine loosing 5 aunts/uncles/cousins along with your parents all so close together? #MaskUp",people making jokes about this virus deniers my sisters neighbors buried family members in the last weeks to covid can you imagine loosing auntsunclescousins along with your parents all so close together maskup
"@CDCgov Everyone that sees this tweet please go follow @Covid19Critical and https://t.co/D6HxFORkjB Dr Paul Marik and Dr Pierre Kory on their new treatment protocol using #Ivermectin for Covid. They need the @NIH to approve use.
#followthescience",everyone that sees this tweet please go follow and dr paul marik and dr pierre kory on their new treatment protocol using ivermectin for covid they need the to approve use followthescience
@CDCgov ‼️ REMEMBER ‼️we must hold #CCP accountable for the #pandemic. https://t.co/C9Su3HGXr4,remember we must hold ccp accountable for the pandemic
@CDCgov Was in emergency room around other people drs. Nurses Tech !! They sent me home !! I had Angina !,was in emergency room around other people drs nurses tech they sent me home i had angina
"@CDCgov Too many Muppets out there won't listen, I highly doubt this will end even by the end of 2021.
Looks like perma-flight bans from US, UK, India etc",too many muppets out there wont listen i highly doubt this will end even by the end of looks like permaflight bans from us uk india etc
@CDCgov How about we close the fucking borders?????,how about we close the fucking borders
@CDCgov How many times do you have to say this?????????  Stop it. Enough.,how many times do you have to say this stop it enough
"@CDCgov https://t.co/xlyZXiDMdK 
... better yet, #Lockdown2BannishCovid",better yet lockdownbannishcovid
@CDCgov Great reminder,great reminder
@CDCgov So can the flu and a cold...,so can the flu and a cold
"@CDCgov Far too many are ignorant, refuse to follow simple rules. Those are the ones usually complaining and spreading the virus",far too many are ignorant refuse to follow simple rules those are the ones usually complaining and spreading the virus
@CDCgov And if one person gets it in your house does not mean everyone will get it in your house.,and if one person gets it in your house does not mean everyone will get it in your house
@CDCgov Washed hands used masks stayed home when needed to and still my daughter got covid-19. How in the hell? We still got it in our lives.,washed hands used masks stayed home when needed to and still my daughter got covid how in the hell we still got it in our lives
@CDCgov I am not wearing a mask in my own home nor am I wearing a mask while I am out side walking and doing my excersize. This government is not going to run the rest of my life I will do what I want to do.,i am not wearing a mask in my own home nor am i wearing a mask while i am out side walking and doing my excersize this government is not going to run the rest of my life i will do what i want to do
@CDCgov Everyone knows this already!,everyone knows this already
@CDCgov Everyone is wearing a mask. Fine. But speaking with someone unknowingly presymptomaticly infected the mask does little unless you keep a 6 foot space along with wearing a mask.,everyone is wearing a mask fine but speaking with someone unknowingly presymptomaticly infected the mask does little unless you keep a foot space along with wearing a mask
@CDCgov Covid19 lives in farts so be careful when standing behind someone in public you may be exposed to fecal Covid19.,covid lives in farts so be careful when standing behind someone in public you may be exposed to fecal covid
