,Unnamed: 0,cdc_post_id,created_at,comment_id,lang,text,period
26,26,1.4821288702875443e+18,Sat Jan 15 18:22:52 +0000 2022,1.4824180210922742e+18,qme,@CDCgov #IchooseCOVAXIN https://t.co/Zpq9VwLG78,period_3
3865,3870,1.2501281852298936e+18,Tue Apr 14 20:02:26 +0000 2020,1.2501524538462044e+18,en,"@CDCgov Not sure if my tweet will be visible. Just to ask assistance for masks. Frustrating not to find what you need at stores: elastic, rubber bands, etc. any advise ?",period_1
3817,3822,1.257340333031121e+18,Tue May 05 12:20:27 +0000 2020,1.257646339627737e+18,en,@CDCgov @FLOTUS But dont avoid this https://t.co/5mGfssJ0g2,period_1
1393,1393,1.5980487464110694e+18,Thu Dec 01 05:54:19 +0000 2022,1.5981937574550118e+18,qme,@CDCgov https://t.co/xHPJjRejHA,period_3
214,214,1.481333160218669e+18,Wed Jan 12 21:33:06 +0000 2022,1.4813787279216026e+18,en,@CDCgov Let’s just stop injecting crap into kids. https://t.co/Cnm1tedcGP,period_3
2934,2937,1.2388410612770406e+18,Sat Mar 14 16:52:18 +0000 2020,1.2388705804196045e+18,en,@CDCgov Im referring the list published by @ScottGottliebMD of companies producing testing for Covid 19 virus.  https://t.co/lgOLDyAJso,period_1
2144,2146,1.3599815523614966e+18,Thu Feb 11 21:51:41 +0000 2021,1.359983470592725e+18,qme,@CDCgov https://t.co/STaBweEnn0,period_2
907,907,1.5339060751954248e+18,Mon Jun 06 20:30:20 +0000 2022,1.5339091730832876e+18,qme,@CDCgov https://t.co/R7R55bBNYd,period_3
2149,2151,1.3599815523614966e+18,Thu Feb 11 21:49:24 +0000 2021,1.359982896883327e+18,qme,@CDCgov https://t.co/RKMkEDFeId,period_2
4134,4139,1.3109909870581883e+18,Tue Sep 29 17:29:17 +0000 2020,1.310995074197717e+18,en,"@CDCgov @CDCMMWR Since I can attest to this, I’ll share...
Auburn University has randomly tested students since August. Apparently thousands have tested positive. Most having no symptoms. You know how many have been hospitalized? NONE. Stop fear mongering and let people live, especially kids 😡",period_1
501,501,1.4983875360323994e+18,Mon Jun 12 05:21:00 +0000 2023,1.6681262330692444e+18,en,@CDCgov Lies,period_3
321,321,1.5831573853795287e+18,Thu Oct 20 23:39:32 +0000 2022,1.583241539676799e+18,en,"@CDCgov @CDCMMWR For the love of public health, DO NOT falsely claim the shot gives immunity. Be forthcoming and tell the truth: one can still get and give covid regardless. The shot MAY prevent hospitization in high risk patients. Key word, MAY.",period_3
1745,1746,1.5821066969266668e+18,Tue Oct 18 13:20:59 +0000 2022,1.5823610984889057e+18,en,@CDCgov @NJDeptofHealth Please provide supporting data and how this recommendation was determined.,period_3
2210,2212,1.3599815523614966e+18,Sat Feb 13 02:57:36 +0000 2021,1.3604228451264348e+18,en,@CDCgov You have got to be joking? 🤦‍♂️,period_2
3411,3414,1.3425325841238835e+18,Sat Dec 26 05:04:38 +0000 2020,1.3426978074724352e+18,en,@CDCgov Washed hands used masks stayed home when needed to and still my daughter got covid-19. How in the hell? We still got it in our lives.,period_1
3818,3823,1.257340333031121e+18,Tue May 05 22:12:08 +0000 2020,1.2577952400748052e+18,en,@CDCgov You're a great woman,period_1
2024,2026,1.4697115813532303e+18,Tue Dec 14 13:52:25 +0000 2021,1.470753547662807e+18,en,"@CDCgov Or better, get the natural immunity and not put yourself at risk with the dangerous vaccines.",period_2
802,802,1.6063673107924992e+18,Sat Dec 24 11:13:55 +0000 2022,1.6066091065837076e+18,qme,@CDCgov https://t.co/VDg75YLMVx,period_3
3131,3134,1.2961916299681874e+18,Wed Aug 26 16:44:51 +0000 2020,1.2986627043835494e+18,en,"@CDCgov Probably not testing asymptomatic people helps with those decline numbers as well, which is just a false sense of security. Moved to Canada so your negligence can’t hurt me now but will hurt thousands back home.",period_1
144,144,1.4821288702875443e+18,Sat Jan 15 01:36:23 +0000 2022,1.4821647308150374e+18,en,"@CDCgov Brain- own research- avoiding liberal communist news
= best defense against communist propaganda",period_3
1159,1159,1.557099396654719e+18,Tue Aug 09 20:27:37 +0000 2022,1.5571013159432888e+18,qme,@CDCgov https://t.co/IWOrtWeaHt,period_3
1814,1815,1.492528962932781e+18,Sun Feb 13 03:06:20 +0000 2022,1.4926966151901553e+18,qme,@CDCgov https://t.co/DOThVK9hyi,period_3
2405,2407,1.4629056953769206e+18,Mon Nov 22 23:18:14 +0000 2021,1.4629234052886856e+18,en,@CDCgov I will not,period_2
3855,3860,1.257340333031121e+18,Tue May 05 00:27:59 +0000 2020,1.257467040446677e+18,en,@CDCgov @hawes721 Sorry @CDCgov but we just done believe or trust you anymore.,period_1
910,910,1.5339060751954248e+18,Mon Jun 06 22:11:26 +0000 2022,1.533934617761403e+18,en,@CDCgov Yet fully vaccinated American citizens have to provide a negative test prior to re-entering  the US by plane.,period_3
2580,2583,1.4226250708376044e+18,Thu Aug 05 03:01:07 +0000 2021,1.4231168333271286e+18,en,@CDCgov The CDC has become the laughingstock of this pandemic.  Nobody is taking these fools seriously anymore,period_2
44,44,1.4821288702875443e+18,Sat Jan 15 02:12:50 +0000 2022,1.4821739036781486e+18,en,@CDCgov No!! We know masks don’t work aside from N95s. Wearing masks made no difference in spread. Vaccines don’t work and omicron attracts the vaccinated the most. https://t.co/ZbPxbXwiPe,period_3
438,438,1.4983875360323994e+18,Mon Jun 12 13:18:30 +0000 2023,1.6682463992413225e+18,en,@CDCgov Is it 1984 yet? Waiting on the ministry of tolerance to show up.,period_3
903,903,1.6063673107924992e+18,Sat Dec 24 05:42:50 +0000 2022,1.606525787540177e+18,en,@CDCgov Lol you are pathetic,period_3
2630,2633,1.4226250708376044e+18,Thu Aug 05 10:21:14 +0000 2021,1.4232275917968548e+18,en,"@CDCgov Protect yourself.   Because Governor De Satan of Florida is trying to see how many people can get affected, testing is impossible and an executive order to ban mask in schools and how is this protecting any?  Wait til it really hits home Satan.",period_2
2431,2433,1.4545378468454769e+18,Sat Oct 30 21:21:12 +0000 2021,1.454559031289385e+18,en,@CDCgov @CDC why do you push for this but not the other things on your site like adequate sleep for children? you're statements were that getting enough sleep is vital for there health yet schools still start b4 they should just to accommodate parents why is this not just as important?,period_2
1064,1064,1.569355240100569e+18,Tue Sep 13 02:19:19 +0000 2022,1.5695110110272225e+18,en,@CDCgov Better research this folks- PLEASE- it’s your life!,period_3
2256,2258,1.4233468327307387e+18,Thu Aug 05 21:02:09 +0000 2021,1.4233888811526144e+18,en,"@CDCgov No you shouldn't get vaccinated as soon as, possible... How about 2 people i know got covid and they were fully vaccinated but the one that weren't vaccinated did not get covid yet.",period_2
354,354,1.5831573853795287e+18,Thu Oct 20 22:02:16 +0000 2022,1.5832170614250742e+18,en,@CDCgov @CDCMMWR 🥱🥱🥱🥱🥱 still a no!,period_3
1552,1552,1.505218795937448e+18,Sat Mar 19 19:07:50 +0000 2022,1.5052597719387218e+18,en,"@CDCgov What young adults needed 3 doses to make up the 90-95% risk ?
 Please show your Data and age groups with/without comorbidities.",period_3
3283,3286,1.2429150420493517e+18,Wed Mar 25 22:28:36 +0000 2020,1.2429414801190298e+18,en,@CDCgov Just wondering if CDC has found any the differences in symptoms between the large numbers of pneumonia related to vaping which clustered from July to November last year in the US and the pneumonia caused by the Covina-19? It looks like the latter has replaced the former in media. https://t.co/fDBPrD9Nrm,period_1
1186,1186,1.557099396654719e+18,Thu Aug 11 16:13:42 +0000 2022,1.557762188600701e+18,en,@CDCgov Wrong.,period_3
1052,1052,1.569355240100569e+18,Mon Sep 12 16:19:08 +0000 2022,1.5693599700717117e+18,en,@CDCgov Nice bait and switch. Refer to a study of 5-18 year olds and then say infants need to be vaccinated. When did you all sell your souls and what did you receive in return?,period_3
1292,1292,1.49366141927492e+18,Wed Feb 16 17:57:04 +0000 2022,1.4940079403276165e+18,en,"@CDCgov @CDCMMWR From the study: omicron peak rate was ~4x greater than delta peak rate. 1.8 (delta rate) to 7.0 (omicron) in 100,000 cases were hospitalized during the peak. That amounts to .0018% (delta) and .007% (omicron) of children and adolescents were hospitalized during respective peaks",period_3
605,605,1.486021122089005e+18,Thu Feb 10 03:32:56 +0000 2022,1.4916161428923515e+18,qme,@CDCgov https://t.co/dZbQx49SVB,period_3
2578,2581,1.4226250708376044e+18,Wed Aug 04 00:31:24 +0000 2021,1.4227167664809656e+18,en,@CDCgov No. I am vaccinated. That is enough.,period_2
2732,2735,1.4280107782553682e+18,Wed Aug 18 18:37:00 +0000 2021,1.428063396805501e+18,en,@CDCgov @ClarkCoWA_PH Lol. What a joke,period_2
1278,1278,1.49366141927492e+18,Wed Feb 16 11:56:47 +0000 2022,1.4939172705983693e+18,en,@CDCgov @CDCMMWR What’s wrong CDC? You see that you’re going to start losing your power now? You see the pandemic is ending so you wanna start fudging numbers? Because even though it might be four times as high as Delta it was extremely rare in Delta so what is extremely rare times four? Rare!,period_3
2460,2462,1.4545378468454769e+18,Sun Oct 31 02:32:15 +0000 2021,1.4546373118371717e+18,qme,@CDCgov https://t.co/EWcG1mcuCs,period_2
1116,1116,1.569355240100569e+18,Mon Sep 19 04:45:26 +0000 2022,1.571722109692543e+18,en,@CDCgov FU€K the POISON that almost KILLED me. A FRAUD to make MAXIMUM PROFIT. KNOW THE TRUTH. Your Government is LYING TO YOU. A$$H0£€ GOVERNMENT,period_3
2226,2228,1.4233468327307387e+18,Thu Aug 05 21:13:30 +0000 2021,1.4233917385599304e+18,en,"@CDCgov #حق_الصيادله_ياسيسي
#حياه_كريمه_للصيادله
#حق_ال
Support💪💪",period_2
2184,2186,1.3599815523614966e+18,Thu Feb 11 23:43:45 +0000 2021,1.360011675118805e+18,en,@CDCgov Yes ... enjoy breathing in your own exhaled air and suffering hypoxia .  This is a harmful message. And needs removing.,period_2
544,544,1.486021122089005e+18,Tue Feb 08 14:09:59 +0000 2022,1.4910516894696448e+18,en,@CDCgov Effective maybe but safe? Where are the misinformation police?! https://t.co/hgl3LK8mA1,period_3
256,256,1.5831573853795287e+18,Thu Oct 20 19:23:56 +0000 2022,1.5831772131505152e+18,en,@CDCgov @CDCMMWR evil lies,period_3
670,670,1.5212330979073966e+18,Wed May 04 11:34:27 +0000 2022,1.52181551412489e+18,en,@CDCgov Unvaxxed and relaxed 😎🙌🏽,period_3
1880,1882,1.491849512893268e+18,Fri Feb 11 04:47:20 +0000 2022,1.4919972557038797e+18,qme,@CDCgov https://t.co/0N23ULO5fo,period_3
1593,1594,1.505218795937448e+18,Sun Mar 20 01:53:58 +0000 2022,1.5053619777822802e+18,en,"@CDCgov CDC did a whoopsy.

https://t.co/vUfI3IAz31",period_3
879,879,1.6063673107924992e+18,Sat Dec 24 00:31:43 +0000 2022,1.6064474929624392e+18,en,@CDCgov Vaccine is not doing well. Don't get the vaccine. It's for your own good.,period_3
2486,2488,1.4545378468454769e+18,Mon Nov 01 02:42:44 +0000 2021,1.4550023376305562e+18,en,@CDCgov Yes there are still Alcott of virus out there.,period_2
1537,1537,1.4951159838659748e+18,Sun Feb 20 20:05:07 +0000 2022,1.495489715683971e+18,en,@CDCgov Ain't none your damn business. Get back to your real job and stop playing political propagandist.,period_3
2685,2688,1.4226250708376044e+18,Wed Aug 04 15:31:24 +0000 2021,1.422943257714217e+18,en,@CDCgov Gee thanks for letting me know I can consider masking.,period_2
3173,3176,1.336785273548632e+18,Thu Dec 10 02:38:23 +0000 2020,1.336862799235076e+18,en,@CDCgov Masks don’t work! Everyone stop wearing them! Pass it on!,period_1
1775,1776,1.5821066969266668e+18,Wed Oct 19 11:03:23 +0000 2022,1.5826888575267922e+18,en,@CDCgov Are you insane or just pure straight evil????? Still pushing for the kill 💉??,period_3
1391,1391,1.5980487464110694e+18,Thu Dec 01 00:28:19 +0000 2022,1.5981117164115763e+18,en,@CDCgov No thanks….,period_3
1373,1373,1.5980487464110694e+18,Thu Dec 01 01:26:35 +0000 2022,1.598126379488641e+18,en,@CDCgov No credibility whatsoever.,period_3
2403,2405,1.4629056953769206e+18,Tue Nov 23 13:25:55 +0000 2021,1.4631367324262605e+18,en,@CDCgov WE ARE STILL BEING LIED TO https://t.co/lgKH8CDxqJ,period_2
2576,2579,1.4226250708376044e+18,Wed Aug 04 00:44:51 +0000 2021,1.4227201488809533e+18,en,"@CDCgov #CDC Re: ""If you're in an area with substantial or high spread of #COVID19, wear a mask😷 in public""...

So people from everywhere else should wait while more people get infected etc. &amp; potentially a new virus variant appear that may not work with current vaccine, #masks, etc.?🤦‍♀️",period_2
291,291,1.5831573853795287e+18,Thu Oct 20 18:16:15 +0000 2022,1.5831601794657853e+18,qme,@CDCgov @CDCMMWR https://t.co/hcu9YZn1LC,period_3
4059,4064,1.3414647835944018e+18,Wed Dec 23 05:03:39 +0000 2020,1.3416103993476055e+18,en,"@CDCgov @USAndIndia @kuku27 98% of living accommodation is not large enough to maintain 6 feet space. Some things are not practicable, alternatives be devised. In severe winters it is even more difficult?",period_1
2374,2376,1.4629056953769206e+18,Mon Nov 29 19:25:06 +0000 2021,1.4654014525039698e+18,en,@CDCgov Countries with the best performance against covid-19 (population death rate &lt;20 per million) use either quarantine strategy or doing nothing strategy (voluntary reverse quarantine). https://t.co/qaUjGLx8qX,period_2
134,134,1.4821288702875443e+18,Sun Jan 16 14:49:51 +0000 2022,1.482726799280849e+18,en,@CDCgov I put this to a test last nite to see Spidey movie.  KN mask over N95 mask.,period_3
1650,1651,1.5821066969266668e+18,Mon Oct 17 22:58:09 +0000 2022,1.5821439594970767e+18,en,@CDCgov Screw you CDC! We are done !,period_3
1185,1185,1.557099396654719e+18,Wed Aug 10 08:53:48 +0000 2022,1.557289096858329e+18,en,@CDCgov I don't believe you.,period_3
705,705,1.6063673107924992e+18,Fri Dec 23 19:18:51 +0000 2022,1.606368758297002e+18,en,"@CDCgov Still, nothing is mentioned about nutrition, bovine colostrum, exercise, sleeping better, an Earthpulse PEMF machine to replenish the charge of red blood cells, or even antivirals?",period_3
2632,2635,1.4226250708376044e+18,Tue Aug 03 19:59:28 +0000 2021,1.4226483298009825e+18,en,"@CDCgov Please help Iranian people!, our politicmen don't let to import or buy vaccine😔🙏",period_2
263,263,1.5831573853795287e+18,Thu Oct 20 19:34:28 +0000 2022,1.5831798635232338e+18,qme,@CDCgov @CDCMMWR https://t.co/vWrCTEY19m,period_3
2918,2921,1.2388410612770406e+18,Sat Mar 14 15:02:59 +0000 2020,1.2388430719383798e+18,en,"@CDCgov This is directed at the American public right? Maybe you should use ""coronavirus"" in place of ""COVID-19"", since that's overwhelmingly what they call it. https://t.co/YTQznWfq65",period_1
1281,1281,1.49366141927492e+18,Wed Feb 16 13:32:13 +0000 2022,1.4939412864239575e+18,en,@CDCgov @CDCMMWR No 💩 -said every teacher.,period_3
3217,3220,1.336785273548632e+18,Wed Dec 09 21:58:24 +0000 2020,1.336792336978817e+18,en,@CDCgov Is this science?,period_1
2034,2036,1.4697115813532303e+18,Sun Dec 12 05:24:34 +0000 2021,1.4699009652099523e+18,qme,@CDCgov https://t.co/J99CCcw9x5,period_2
1175,1175,1.557099396654719e+18,Wed Aug 10 09:29:09 +0000 2022,1.557297995191812e+18,en,@CDCgov Oh my god,period_3
56,56,1.4821288702875443e+18,Sat Jan 15 19:50:36 +0000 2022,1.4824400991619523e+18,en,@CDCgov This is like saying 4 &gt; 3 &gt;2 &gt; 1. Well done.,period_3
2092,2094,1.475587321277956e+18,Mon Dec 27 23:00:58 +0000 2021,1.4756026355584737e+18,qme,@CDCgov https://t.co/Toc43BmowT,period_2
1979,1981,1.453738335617405e+18,Tue Nov 02 01:21:26 +0000 2021,1.455344264439808e+18,en,"@CDCgov The Covid19 numbers in North Dakota are starting to 
develop a pattern of zero deaths with lower vaccine population. The Higher the Vaccines in population the 
greater chance of death. This is to soon to tell but people 
should be aware of this at least/",period_2
2281,2283,1.4233468327307387e+18,Fri Aug 06 08:05:46 +0000 2021,1.423555886514049e+18,en,@CDCgov How many people in the hospital with the variant had covid previously?,period_2
1832,1833,1.492528962932781e+18,Sat Feb 12 21:25:26 +0000 2022,1.492610823851815e+18,en,@CDCgov You all sound ignorant now #IchooseCOVAXIN @US_FDA when you say that we have plenty of vaccine it means nothing to us.  The science is out. https://t.co/dJUpSzLiGS,period_3
2669,2672,1.4226250708376044e+18,Thu Aug 05 17:34:43 +0000 2021,1.4233366816089907e+18,en,@CDCgov 🙋🏿‍♂️ can't yall just say EVERYBODY #MASKUP AGAIN and be done with it (damn),period_2
803,803,1.6063673107924992e+18,Sat Dec 24 05:10:25 +0000 2022,1.6065176308061676e+18,en,@CDCgov I only get the flu when I take the shot so go away,period_3
3240,3243,1.336785273548632e+18,Fri Dec 11 12:00:55 +0000 2020,1.337366752271995e+18,en,@CDCgov There are about 10 things wrong with this graphic. It’s advertising plain and simple. The virus particles magically go through but regular particles don’t. They are super large the size of skittles. They bounce back into the mouth....,period_1
463,463,1.4983875360323994e+18,Fri Jun 16 01:45:41 +0000 2023,1.669521596573184e+18,en,@CDCgov Hold them all accountable &amp; liable. Including this person wearing a white gown. Who even know if she is even a real doctor?,period_3
794,794,1.6063673107924992e+18,Fri Dec 23 23:18:06 +0000 2022,1.606428965383676e+18,en,@CDCgov I wouldn’t go near another vax after the lies about Covid and its vax. Don’t trust any of them,period_3
1497,1497,1.4951159838659748e+18,Thu Feb 24 17:08:28 +0000 2022,1.496894811193811e+18,en,"@CDCgov Not many trust you with lack of transparency and deceit, and children are off limits especially for critical thinkers. Distrust is what your known for…",period_3
3649,3653,1.2530852851618038e+18,Sat Apr 25 13:18:01 +0000 2020,1.2540369451157586e+18,en,@CDCgov @realDonaldTrump Perhaps the reason for the discrepancy is seen in the news recently showing a large gathering of minorities in Chicago and suburbs in parks!,period_1
1862,1864,1.491849512893268e+18,Fri Feb 11 08:33:28 +0000 2022,1.4920541648761815e+18,en,@CDCgov Bull,period_3
393,393,1.4983875360323994e+18,Sun Jun 11 19:30:51 +0000 2023,1.667977714593153e+18,en,@CDCgov you are DEEPLY EVIL👿,period_3
2446,2448,1.4545378468454769e+18,Sun Oct 31 02:11:17 +0000 2021,1.4546320367449702e+18,en,@CDCgov I thought the vaccine was the best way to prevent the spread of Covid.,period_2
3832,3837,1.257340333031121e+18,Tue May 05 18:28:03 +0000 2020,1.2577388464035185e+18,en,@CDCgov @FLOTUS Yes like you staying in Maryland,period_1
170,170,1.481333160218669e+18,Wed Jan 12 18:35:44 +0000 2022,1.4813340930990203e+18,en,@CDCgov You need to state the time period between the second vaccine and booster.,period_3
817,817,1.6063673107924992e+18,Sun Dec 25 18:48:55 +0000 2022,1.6070860001484472e+18,en,@CDCgov Isn't that the liar,period_3
2276,2278,1.4233468327307387e+18,Fri Aug 06 14:04:00 +0000 2021,1.423646037651202e+18,en,@CDCgov A neighbor is critically ill from this. Praying they make it! Our Leaders still determined to procedure in the norm! Really! Sending our babies back in an environment knowing this virus is is trending in the wrong direction. Money and power is not everything,period_2
1130,1130,1.569355240100569e+18,Mon Sep 12 20:23:23 +0000 2022,1.5694214346439557e+18,en,@CDCgov Is this what will be used to manipulate the midterm elections?,period_3
2119,2121,1.3599815523614966e+18,Fri Feb 12 20:28:05 +0000 2021,1.360324818919383e+18,en,@CDCgov I'm winning. I care more about you.....than you do. https://t.co/pBxoLb7RnP,period_2
1670,1671,1.5821066969266668e+18,Wed Oct 19 00:31:19 +0000 2022,1.5825297953839145e+18,en,"@CDCgov Oh! Well… @CDCDirector and @CDCgov 
Not sure if you’re aware, but Moderna’s CEO blatantly and publicly contradicts this 💩 advice. 
&lt;awkward&gt;
https://t.co/6QslyDpPh9",period_3
3163,3166,1.2961916299681874e+18,Wed Aug 19 21:30:20 +0000 2020,1.2961978352816415e+18,en,@CDCgov Because ppl aren’t getting tested. Shut up with the fear mongering.,period_1
1578,1579,1.505218795937448e+18,Tue Apr 19 00:59:19 +0000 2022,1.5162198601577144e+18,en,@CDCgov You have a higher chance of death If you go to the hospital and allow them to use that  poison remdesivir in your body,period_3
188,188,1.481333160218669e+18,Tue Jan 18 10:26:02 +0000 2022,1.4833851836970476e+18,qme,@CDCgov https://t.co/B8dYpj3ffO,period_3
2670,2673,1.4226250708376044e+18,Tue Aug 03 19:24:52 +0000 2021,1.4226396233653453e+18,und,@CDCgov Yes,period_2
2921,2924,1.2388410612770406e+18,Sat Mar 14 15:24:29 +0000 2020,1.2388484839495107e+18,en,@CDCgov How is CDC defining older adults? Please clarify the the specific age category for older adults.,period_1
12,12,1.4821288702875443e+18,Sat Jan 15 03:37:11 +0000 2022,1.4821951314826568e+18,en,@CDCgov Here’s a fantastic idea:,period_3
1398,1398,1.5980487464110694e+18,Thu Dec 01 19:02:07 +0000 2022,1.5983920143910953e+18,qme,@CDCgov https://t.co/SQEeA5GhAv,period_3
3227,3230,1.336785273548632e+18,Thu Dec 10 03:32:49 +0000 2020,1.3368764989182648e+18,en,@CDCgov Complete and utter bullshit.,period_1
322,322,1.5831573853795287e+18,Thu Oct 20 19:54:16 +0000 2022,1.5831848490281492e+18,en,@CDCgov @CDCMMWR Liars!! People are dying from these shots!!,period_3
665,665,1.5212330979073966e+18,Tue May 03 19:53:40 +0000 2022,1.5215787615393137e+18,en,@CDCgov FDA is trying to keep the information for 55 years before it can be released to the public...that should tell you that we as Americans are not being told everything.,period_3
1362,1362,1.5980487464110694e+18,Wed Nov 30 20:26:59 +0000 2022,1.598050985301377e+18,en,@CDCgov YOUR DISINFORMATION IS KILLING PEOPLE. https://t.co/KY3dW8AAzt,period_3
3997,4002,1.3414647835944018e+18,Tue Dec 22 23:37:27 +0000 2020,1.341528308081541e+18,en,"@CDCgov Shut. Up. 

https://t.co/4OQXYVT76d",period_1
3248,3251,1.336785273548632e+18,Thu Dec 10 04:14:17 +0000 2020,1.3368869307896586e+18,en,@CDCgov nice post!,period_1
351,351,1.5831573853795287e+18,Thu Oct 20 22:58:59 +0000 2022,1.5832313332406682e+18,en,@CDCgov @CDCMMWR Explain why it’s necessary for an unvaccinated person to have the first 2 shots if you’re saying their? Why can’t I just start with the booster?,period_3
3256,3259,1.336785273548632e+18,Fri Dec 11 04:50:58 +0000 2020,1.3372585503603261e+18,en,@CDCgov Hogwash 🐷,period_1
889,889,1.6063673107924992e+18,Sat Dec 24 02:03:36 +0000 2022,1.6064706183330202e+18,qme,@CDCgov https://t.co/motS5Y92LV,period_3
3383,3386,1.2429150420493517e+18,Wed Apr 01 16:17:19 +0000 2020,1.245384760198697e+18,en,"@CDCgov To stop the spread of the virus as soon as possible, isolate and maintain social distance, and more importantly, you must wear a mask, gloves and go home for disinfection!  Is the best protection.",period_1
1723,1724,1.5821066969266668e+18,Wed Oct 19 14:24:46 +0000 2022,1.5827395365135032e+18,en,@CDCgov Winggging it,period_3
3371,3374,1.2429150420493517e+18,Sat Mar 28 14:18:45 +0000 2020,1.2439053699755254e+18,en,"@CDCgov Seriously , polices and soldiers need masks and gloves , they r like going to war without armor！Virus at stuffs and air , they r touching it and close to ppl , and don’t need let everybody’s stand like going to test , in China not everyone has test , only test if u have symptom",period_1
3221,3224,1.336785273548632e+18,Thu Dec 10 00:05:11 +0000 2020,1.3368242438965944e+18,en,@CDCgov And the picture shows so much “science!”,period_1
3081,3084,1.2961916299681874e+18,Thu Aug 20 15:28:14 +0000 2020,1.2964690983737467e+18,en,@CDCgov I’m constantly seeing people pull their masks down to sneeze! Can you address this!,period_1
3676,3680,1.2530852851618038e+18,Sat Apr 25 15:33:03 +0000 2020,1.2540709275343872e+18,en,@CDCgov @realDonaldTrump I curious which counties and which states. https://t.co/pR1c5Bf7tN,period_1
2876,2879,1.4146233452917146e+18,Wed Jul 14 12:27:54 +0000 2021,1.4152869349440307e+18,und,@CDCgov No,period_2
2925,2928,1.2388410612770406e+18,Sun Mar 15 09:26:06 +0000 2020,1.239120679884206e+18,en,"@CDCgov @CDCemergency When will the vaccine protocol to prevent the unnecessary deaths of Hepatitis-B become a must?
Nobody needs to die from cirrosis or liver cancer nowadays. There is vaccine against Hepatitis-B! Please do something. https://t.co/dKdr5N9rJd",period_1
3552,3556,1.2987289897968271e+18,Thu Aug 27 01:32:20 +0000 2020,1.2987954499697828e+18,en,"@CDCgov Sorry, you’ve destroyed your credibility. I no longer believe you.",period_1
1117,1117,1.569355240100569e+18,Mon Sep 19 03:39:20 +0000 2022,1.571705472927015e+18,en,@CDCgov FU€K the POISON that almost KILLED me. A FRAUD to make MAXIMUM PROFIT. KNOW THE TRUTH. Your Government is LYING TO YOU. A$$H0£€ GOVERNMENT.,period_3
1226,1226,1.557099396654719e+18,Wed Aug 10 19:00:30 +0000 2022,1.5574417773632963e+18,en,@CDCgov Omg “six months and older”. You people really are monsters. Zero credibility. Zero.,period_3
937,937,1.5339060751954248e+18,Mon Jun 27 07:03:57 +0000 2022,1.5413163878047744e+18,und,@CDCgov No.,period_3
3816,3821,1.257340333031121e+18,Tue May 05 01:21:13 +0000 2020,1.257480436961276e+18,en,@CDCgov @FLOTUS Now i will trust CDC instead of WHO,period_1
3805,3810,1.257340333031121e+18,Tue May 05 19:58:38 +0000 2020,1.2577616439808655e+18,en,@CDCgov @FLOTUS Help patients get to see their family. Let us touch so we can heal,period_1
1957,1959,1.453738335617405e+18,Sat Oct 30 16:30:34 +0000 2021,1.4544858919137608e+18,en,@CDCgov Pharma is laughing all the way to the bank.,period_2
227,227,1.5831573853795287e+18,Thu Oct 20 18:22:14 +0000 2022,1.5831616853551473e+18,es,@CDCgov @CDCMMWR Charlie Romeo India Mike Echo Sierra. Alpha Golf Alpha India November Sierra Tango. Hotel Uniform Mike Alpha November India Tango Yankee.,period_3
2968,2971,1.2454639607128105e+18,Mon Apr 06 04:18:39 +0000 2020,1.2470158413060383e+18,en,"@CDCgov If we do not act together today we are going to lose, let us worry about solving the health problem, that is the priority and tomorrow we will worry about the economy, about politics to resolve our differences. 1 The government must take the necessary legal and political actions,",period_1
2678,2681,1.4226250708376044e+18,Thu Aug 05 00:05:19 +0000 2021,1.4230725894261842e+18,und,@CDCgov Nah,period_2
3375,3378,1.2429150420493517e+18,Sun Mar 29 04:29:54 +0000 2020,1.2441195680224748e+18,en,"@CDCgov @DrNancyM_CDC You let us all down. You could have done much better...
https://t.co/qptAhyVkYU",period_1
3098,3101,1.2961916299681874e+18,Sat Aug 22 17:59:41 +0000 2020,1.2972319865709896e+18,en,@CDCgov Bunch of quacks!,period_1
3642,3646,1.2530852851618038e+18,Sat Apr 25 14:34:40 +0000 2020,1.2540562366491935e+18,qme,@CDCgov @realDonaldTrump https://t.co/iOnuqNAN06,period_1
183,183,1.481333160218669e+18,Wed Jan 12 19:37:58 +0000 2022,1.481349753837396e+18,fr,@CDCgov Save? Please send me thé independent papers!,period_3
2639,2642,1.4226250708376044e+18,Thu Aug 05 18:49:04 +0000 2021,1.4233553924746363e+18,en,@CDCgov @CDCgov what lie I have caught you in. https://t.co/0AtNuGbpSf,period_2
1034,1034,1.569355240100569e+18,Mon Sep 12 19:15:06 +0000 2022,1.569404254091092e+18,en,@CDCgov how much more likely to develop myocarditis or cancer?,period_3
486,486,1.4983875360323994e+18,Wed Mar 02 18:08:58 +0000 2022,1.4990843620039803e+18,en,"@CDCgov Bullship,  Tell that too all the women that miscarried, and now have menstrual issues, following the vaccine.  The CDC is a criminal enterprise, and no one should listen to a word that they are saying,  they are lying and they know it.",period_3
3020,3023,1.2454639607128105e+18,Thu Apr 02 02:54:27 +0000 2020,1.245545099041198e+18,en,"@CDCgov What is the test limits each day?
less than  150.000?",period_1
2127,2129,1.3599815523614966e+18,Sat Feb 13 07:06:47 +0000 2021,1.360485556019413e+18,en,@CDCgov Better put four masks on. https://t.co/CY3E5B5N48,period_2
